Description	TotalSalesDollars	ProfitMargin
Motto Znfdl Unabashed	1328.9000000000005	38.91188200767555
Mr Boston Amaretto Liqueur	1389.6000000000001	27.979274611398992
Mr Boston Creme de Menthe-Wh	1200.6500000000012	23.40815391662856
Mr Boston Melon Liqueur	1367.3500000000004	6.571104691556669
Mr Boston Triple Sec	404.55000000000024	26.523297491039454
Mulderbosch Faithful Hound	1199.4	34.21710855427714
My Big Fat Greek Red Wine	1438.8000000000009	67.72310258548792
Naked Ryan Patrick Vyd Chard	654.4500000000002	20.666208266483334
Nantucket Vyd Chard	74.95	33.3555703802535
Napa River Chard Napa Cnty	838.8	34.19170243204578
Natale Verga Prosecco	734.3000000000001	42.47582731853466
Nativa Terra Cab Svgn Orgnic	599.4	35.43543543543543
Nero D'Avola Donnafugata Scl	959.4	35.0844277673546
New Amsterdam Orange Vodka	1363.9500000000007	9.468822170900744
New Amsterdam Red Berry Vdka	319.80000000000007	81.20700437773608
Newman's Own Common Good Red	399.60000000000014	2.5525525525525916
